index,rating,reviewText,summary
127,4,"To a certain extent, Zombie Literature has been done to death and beyond, even to the point where it has become fashionable to insert zombies into classic works like Pride and Prejudice.  This book marks a nice departure from standard zombie fare, while retaining enough of the genre to keep that nice post-apocalyptic feel that zombies are so good at providing.  While I like the single-minded focus of your average zombie, I found that the idea of a few smart zombies thrown into the mix added to the sense of peril.  It appears that most of the typos referenced in other reviews have been corrected and I thought that the book was well-written, suspenseful and even funny at times.  In addition, character development was good and I found myself looking forward to the second installment.  While by no means perfect, this is a really decent effort and fully merits 4 stars.","Actually, A Very Good Zombie Book"
128,5,"It is slim, it is padded. The zipper is super. A little leather like area makes great sense for always grabbing the thing. The opening is more than sufficient for taking the kindle in and out.I use my Kindle on the go. I don't mind waiting in line I grab my Kindle and read my current book or one of my magazines on my Kindle. I find now I can grab my Kindle out of my purse and start opening to grab it while talking or walking along. The Kindle is lighter and less bulky than the books I'd carry before I had the Kindle.I prefer to read the Kindle on its own without a cover. That is just me. I see this cover being fine for purses, backpacks or anywhere. The ease of use of getting the Kindle out is super. The padding is excellent.I saw some covers with folder like designs, I just don't want dust or anything getting in on the Kindle. Some have raised concerns about where to put the cord. I do not carry the cord with me every day. I do sometimes and I just carry the cord in my purse. I only have the Wi-Fi on occasionally. Leaving the Wi-Fi on 24/7 will eat into battery time. I charge the Kindle every few days with my phone. I liken the concern with carrying the cord similar to that if someone was concerned with where to put the cord for their cell phone cover. I doubt you are going to need the cord with you every day. You have suitcases, purses, backpacks, cars generally someplace other than having the cord with you 24/7. I have the cord plugged into the wall next to my cell phone charger. If I am traveling, it is either in my purse or suitcase. Just like my cell phone charger 8-)I frankly could not be happier with this sleek, padded, easy to use product.",Perfect for carrying the Kindle.
129,1,I picked this up thinking it would be a short sexy story and it was certainly short. Other than that it was a total disapointment. Just don't waste your time. There was not character development or even romance. It was just a total waste of time and I was super disapointed.,skip this
130,3,"Originally published as an e-book coinciding with the release of the novel Tatooine Ghost, Troy Denning's A Forest Apart is a short story following Chewbacca, his wife Mallatobuck, and his son Lumpy on a adventure into the bowels of Coruscant. Malla and Lumpy are visiting Chewie at his Coruscant apartment when a break-in at the next-door Solo place turns out to have more serious ramifications. The Wookiees follow the burglars and end up unearthing an Imperial plot set in place by an old tool of the villainous Ysanne Isard.There's a lot of action in a short space but not much time for meaningful character development. Lumpy is a pre-teen striving to find his place in the world, and Chewbacca's perpetual absence in his life may have left a gaping hole as far as having a father figure to look up to. There's not enough pages to explore this theme with much depth, and in the end the issue is dropped, since on a practical level Lumpy can't live with his father chasing all over the galaxy anyway. The theme of the impact a Wookiee Life Debt has on the Wookiee holding it and on his/her family is an interesting one that could be explored in more detail with a longer story.Unlike many novels which handle Chewie's communications by having him grunt and then having a nearby character paraphrase what he said, Denning makes the wise choice of letting the Wookiees speak as normal characters and simply puts brackets to indicate they are actually using their native tongue. It's always enjoyable seeing Chewbacca in action, and even though this story doesn't really add anything significant to the larger saga, it's an entertaining diversion.",Short story featuring everyone's favorite Wookiee
131,5,"This book has to be one of my top 10 favorites. I love the Character of Hunt Jamison; he was brutal, brazen, and honest to fault. He spoke what was on mind and found myself smiling and liking it. I felt bad for him at times because like Hunt I have a scar on my face from a car accident and I was embarrassed by it and sometime I'm still am, so I related to the character so much. I loved Lila character as well she tried her best not to fall for him while trying to keep her dignity. I like that the ""Write"" didn't make them fall in love so quick and like I said the honesty of Hunter and plain-spokenness is so needed in others writers' characters. I love the book and it was worth it. I read it in one night.My top 10 favorites1. Mistress to the Beast2. Her Russian Billionaire3. Fling in Paris4. Kidnapped by a Greek Billionaire5. Maid for a Billionaire6. Delaney's Desert Sheikh7. Weekend required8. Beauty and the Sheikh9. The Doctor's Secret Bride10. Blacking the Billionaire",NOW THAT'S HOW YOU WRITE A BOOK!!!!
132,5,"This book is very hot. It isn't your normal romance, but who wants normal when you have a sexy doctor and a willing test subject. I don't know about anyone else...but I want a Dream Machine and if it comes with the good doctor, I'll take it. Jayne Rylon is an awesome author and I can't wait for more of her books. :)",YUM
133,4,"Some reviewers said this wasn't a story, merely a sample. That's not try. It's a novella, a SHORT story. Yes, it IS short. The reviews already said so. But it's a good story, though it's twisted and deranged. A lot of people probably won't like it. But it's really not bad, if you can get past the graphic aspects thrown in. I like the book, even if it's odd and somewhat disturbing. :)",A twisted short story
134,1,"I really wanted to like this book.  The summary had everything that I love in a romance:  alpha male, secret child, heroine that bounces back from heart break, not to mention the setting of the 80s and rock and roll.  Unfortunately, what I got for my $2.99 was a poorly written book with a controlling hero, a very silly heroine and an unrealistic success story.  I understand that Sandra Edwards is a very successful author, and I admit that I haven't read anything else by her, but this read as something I might have written in junior high school.  The plot (as far as I read) was contrived and when the heroine **spoilers** decided to go into prostitution because of one bad work experience as a waitress, I had to delete the book from my Kindle.",Couldn't Finish This One
135,5,"Each story could be expanded to a stand alone novel.  The characters were unique and all likeable.  Steamy romance, humor and drama---a winning trifecta!",Loved this!
136,5,I love stories about Interracial relationship.  This is the kind of world I grew up in. I recommend this book.,Great read!
137,5,I have enjoyed all the Henry Wright mysteries. The plots are good and they are well written. I would recommend it.,Good Story
138,3,"I loved the concept of this story, and while it was pretty gruesome, it definitely got my attention in the first few pages.",Quick Read
139,3,This book is dark it has some romance but I would call it horror because that is the prevalent theme.  It is extremely long or at least it seemed that way since I can normally read one a day and this took 3 days to get done.  It was a good read and entertaining not top quality but showed a lot of promise and tons better than most books at this price.  It is worth your time to check this one out.,A good read but very Dark
140,3,"Simply put ...there's not much to the IHT via kindle.  It's never been a thick, million-page newspaper, but the kindle version seems to be even more brief.  I'm a IHT fan, but will purchse the kindle version on a day-to-day basis rather than monthly subscription.",Lacks Content
141,5,"What a glorious read!  The language is lovely, the story compels you to keep reading, and author knows where his story is going.  What a sheer pleasure to pick this book up.  What a heartbreak when it was done.  This is a classic, not a cheap paperback time filler.  You will not be disappointed with Morning Star.",They don't write like this anymore.
142,5,"Marriage hell. A lot of us have been there. That's the road Quinn and Libby travel down. With hard work and a lotta good loving, the two get past their bump in the road. Amping up your sex life can cure what ails the two of you or give you the shot you need to deal with the rest.",Marriage hell...fixed.
143,3,The story starts strong but then turns predictable. There are much better shifter novels out there. I think it is over priced for the amount of content.,Short and predictable
144,3,"Jessica Grayson, a student in Professor Craig Bennett's English class.She's found a man she wanted more than anything. And she intended to get him. But he'd found her a born submissive and turned the tables on her.If you're looking for something erotic and short, this book is your answer.",Erotic and short.
145,5,Who doesn't love Maggie Shayne . She's one of the best . I loved this series so Mich I had to get part two . It's really good that there are several books in one that connects them all . Great book.,what can you say.
146,3,"This could have been a good book, but whopping procedural mistakes and even spelling mistakes between ""where"" and ""were"" take away from what was really an OK book.  This author could be seriously and enjoyingly readable with a good editor!",Get an editor!
147,1,This book comes out swinging and does not provide any backing. It's hard to follow. Maybe I missed a series or book to tie this together.,Too much in a short time.
148,4,"Even though I am not a cat lover by the time I finished this book my feelings for Miranda's cat had certainly changed. When I first started reading this book I intended just to read for a short while, taking a break from a hot day, but I ended up reading the entire book in one sitting!I loved the setting and the way the author made you feel it could almost be anywhere in the world. Portions had me thinking of Canada while other descriptions made me think of places in Wales and Scotland. Plus who wouldn't like to live in a lighthouse.If you enjoy magic and mystery you will certainly find this book engaging. The twist at the end was wonderful and I did have my suspicions but not until much later on in the book.  This is a book that I am sure to read again!",Mystical and Magical
149,4,"First time reading this author and I'm eager for more. I thought this story was great and well rounded for a short story. I very much recommend it as I think if you like erotica, the paranormal and a nice plot, you'll enjoy this one.",Very thorough
150,1,"Very short story of a woman whose healing capabilities kills her on her last mission and a man belonging to race(which i believe are centaurs no proper description was given more than they had a 4 legs of a horse and how they refer to kids) rather feared whose purpose is to keep her from her mission.Basically little plot, a useless hero that no one understands and at very end he tries to make her stay by confessing?? WTF you've been on her case the whole time without even any hint of caring on you suddenly spring it on her at the VERY END of the book.....geez the most enjoyable thing was the women being strong willed enough to keep to her death mission. At least the end can give you some silver of hope she lived",Complete waste of time
151,4,"(Originally posted on SnarkyMomReads)""FERAL DOMINATION"", by T. A. Day, is the first of (currently) four books of the Faldron Shifter series.  As of this writing, it is being offer as a freebie at Amazon.  Typically when I see something published by Ellora's Cave I jump on it; their writers are normally 'safe bets' and really - if it's free, what does it hurt to try out a new author?Um, famous last words.In the overall scheme of things, the storyline was very good & deserves about a 4.5 star rating.  Gionne and Jenna are childhood playmates that become sweethearts with plans to mate - even though he is lupine and she is feline.  (In other words - they want to see if cats & dogs CAN play well together...)  Due to his father's illness, Gionne pushes Jenna away and she is NOT understanding of this and turns her back on him.  Fast forward a few years and she is asked to be a ""guest"" at Gionne's compound while the lupines grant the felines some much needed land to hunt on.  This story has REALLY REALLY HOT sex scenes - menage & anal are some, so you are warned! - and lots of miscommunication due to some betrayals by one of the pack members.What this story doesn't have?  Descriptive communication.  At times I felt like I was reading stilted, Arnold Schwarzenegger Terminator style dialogue.  It was driving me nuts.  (NOT - ""It was driving me nuts!"", she exclaimed emphatically.)  Like I said, though, this is the first of the series (published in 2009) and is over 300 pages.  I'm going to go out on a limb and assume that as the author got into the series, the dialogue flowed a bit more easily.Hey - it's a free trial right now.  Doesn't hurt to try, right?  And if you really like shifter romances - this could be the start of one of your favorite series!  YAY!",FERAL DOMINATION - TERMINATOR STYLE!
152,5,The one rule of a short story is that it be short. lol.  I remember before The Wild's Call was released on kindle it was released chapter by chapter; week by week and I would anxiously wait for Monday to rush to my computer and log-on just to read it before work.It complements the trilogy perfectly.  It gives us the idea how the world was after the collapse but before the spirits completely set in.  I also loved the fast pacing and the character's growth didn't suffer at all due to the quick story flow.If you are going to read this trilogy I recommend you read this prequel as well.,It's supposed to be short.
153,1,"I read a lot of the independent authors that publish on Amazon and generally don't mind if a book is not quite what I expected but with this book I am really really sorry I wasted the .99The idea/premise of this book is not a bad one, the actual execution of the story is a whole different matter.The dialogue was childish and stilted and read more like a high school drama.  The main character is 22 years old and comes off as a high school Buffy wanna be....with some good editing work this could be a good story....but as it is now...don't waste your money.",Don't waste your $$
154,5,"Nicole Zoltack's WOMAN OF HONOR weaves the tale of the first lady knight of Arnhem. Sprinkled with historical facts, bullies, and a good dose of love and honor, WOMAN OF HONOR is a coming of age novel set in the fantastical medieval world of Arnhem Kingdom. Aislinn is brave and truly grows to be a woman of honor. The characters are likeable and realistic. We feel Aislinn's pains while she tries to prove herself. She overcomes tradition and the growing threat of Speica. This novel has history, knights, and mythological creatures and is filled with intrigue, mystery, horror, and, most important of all, love. In this first book of the Kingdom of Arnhem series, I feel like we touch upon their lives and a conflict looming in their future. By the end, I craved more from this fantastical world, and I'm glad Ms. Zoltack supplied it in her next book.",A Medieval Fantasy Coming-of-Age
155,2,"This book deserves 2.5 stars. It's not the worst thing I've read, yet it wasn't the best either.The protagonist, Emily Fenwick, is a police officer who is suddenly whisked into an alternate New York set in 1890. Except it's not really an alternate New York, nor are there any scenarios that could be labeled steampunk. It's more fantasy-based with a world that I found intriguing.Emily wakes up in Steamside, a world connected to 1890's ""normal"" New York. Steamside's inhabitants are refugees like Emily who long to return to their times. Why are they here? It's not clearly explained, and that's not a good thing, which is a shame because Steamside is interesting.Rather, the setting is used more as a backdrop to a juvenile, nonsensical romance between the two leads. POVs were difficult to distinguish, and the dialogue was all jumbled up. The romance was tedious and unbelievable. Have I mentioned juvenile?It was a fun read, but Steamside Chronicles just wasn't the best.",Light fun
156,4,Was just getting into the story when bammm it ended. Did not expect this to be a short story but enjoyed it all the way.,Way too short
157,1,Well I must say this book was only alright - I would not say it captivated me it was far from it actually - thank god it was free - I did not think much of it but then others would probably love it,hmmm well
158,5,"Good read short but cute, I enjoyed the read. Great job to the author, can't wait to read her next book",The Billionaires Baby
159,5,"This was a wonderful--wonderful book.  It had love, intrigue, mystery, everything that a book should have.  There were only a few typos!",Seventy and. Counting
160,2,"Day of Sacrifice: The Prophecy (Day of Sacrifice Stories #1) by S. W. Benefiel(Discloser: I received this eBook free in order to write a review)Summary:Flora is approaching her twenty first birthday.  That is normally an exciting time for a young woman, but Flora isn't normal.  She is the first born in her family and, therefore, is the family sacrifice to the Gods.  Her entire life has lead up to the day of her death.  Her sacrifice ensures the Gods blessings on her family.  Flora is a bit of a rebelled but she knows her duty.  She pushes the limits to the fullest extent but she knows what will happen on her birthday.  Her pure body (she's a virgin) will be sacrificed to the Gods.My thoughts: (Some spoilers)For a short story, this novella was packed with a lot of story.  An entire background was given for a society that contains supernatural beings (witches, werewolves, and vampires) as well as lowly humans.  Included with the background for the story, a short tale was included.  While I think that the background information was well done, I'm not sure that the characters were as well developed.  The story happened very fast and I was unclear why chances were taken.  Some of it seemed very convenient to the story.  The idea of sacrifices was clearly disliked by many characters in the story but it seems that it has gone on for quite a few years.  Such ingrained tradition doesn't get challenged on a whim.  There just wasn't enough story invested to make any kind of changes.  Clearly, I am implying that there is a challenge to the idea but I won't say any more about it.Personally, the book was too graphic with too many uses of the F word but if those things don't bother you, then you may like this book.  With all that said, I give this novella a 2 out of 5.",Too Short to really work well
161,3,"This was a quick read.  I didn't feel much of a connection between the characters, you feel like you are just jumping right into the middle of the story.  There is hardly any history between the characters, so it was difficult to develop an opinion of their relationship. This is a good weekend read that's just for fun.",Fast read.
162,5,"An excellent read, extremely descriptive. You almost feel as though you are one of the characters. This is the first Novel that I have read by Jules Verne and will not hesitate to read further stories by him,no matter how far fetched they may have seemed when he first penned them.If you enjoy a bit of fantasizing I would have no problems in recommending that you purchase ,sit back and enjoy.",Mysterious Island
163,4,"What a delightful novel! The characters were well-rounded and extremely likeable. I also appreciated the effort that was put into Povre's native language. In addition, the plot was intriguing and I didn't want to stop reading. I'm looking forward to more from this author!",Captivating
164,3,"I like the book and will read the others but the word usage and constant typos are distracting. At least someone should proof the manuscript before it gets this far. In the way distant past these people were called editors.Seriously, the errors come so often that it is actually difficult to follow the story sometimes. You find yourself looking for the next misuse of a word like ""there"" instead of the proper ""they're."" I mean this is pretty bonehead stuff and either show someone really just typing instead of writing or someone who is displaying a real lack of education. This happens pretty much every page.",Needs an editor - bigtime
165,3,"This is a short story first published in 1940 as a two part serial in the pulp fiction magazine Argosy. The author later decided to develop the characters in three novellas which have also been adapted to the Kindle. This is a very quick read, and thus since it is so inexpensive I recommend that anyone who is interested in the genre and plans to read the subsequently published books( which I rate highly) should read it first.The main character in this book is the detective Doan, and unfortunately his huge Great Dane Carstairs makes only a cameo introductory appearance.  Fortunately, in the subsequent stories Carstairs plays an integral role and adds immeasurably to the reader's enjoyment. Doan's unimpressive appearance leads his adversaries to underestimate his (and Carstairs') skill and intelligence, and in this introduction to his character the author has not yet fully developed Doan's skills. However, it is still a typical pulp fiction story concerning a hard boiled detective except for the fact that as the author developed the characters over the series he injected much more humor than was usual for that era.After an interesting introduction to the series' characters in the first few chapters, Doan is tasked to protect a young heiress about to receive her inheritance. He travels to a wilderness resort cabin, and becomes isolated there with a strange cast of characters while a blizzard rages outside. However,  murders occur, misdirection abounds, and of course he eventually untangles the web of deceit, earning his keep and rescuing a damsel in distress.. As in all short stories of this type, the prose is spare and the character development minimal. But a fast pace keeps the reader's interest.Unfortunately,  the author Norbert Davis is not as well known as other pulp fiction writers of the period for three reasons. First, his stories encompassed a wide array of genres, so he never built a reputation as a practitioner  of specific type (e.g. detective, SF, etc.) . Second, his detective stories included a strain of humor which was highly unusual for the period, a hard boiled detective story was not supposed to be funny. Third, he committed suicide at age 40, supposedly after he had been diagnosed with cancer. Thus, his potential literary legacy was truncated. However, among his peers he was regarded as in a class with the best writers of the era, including Hammett and McDonald. He graduated from Stanford with a law degree, but never took the bar exam - choosing instead to pursue a career which he had already established by being published while still in college, usually being paid at the going rate of a penny a word. Hopefully, the advent of ebooks and specialized small presses will allow many more potential fans to enjoy his works and be delighted by Carstairs' collaborations with Doan.Also, after reading this short story you can decide if you agree with me that the author's choice of title was very clever due to the multiple images invoked.Tucker Andersen 6/4/2010",Recommended as Intro to the Series - Wonderful Character Sketches
166,1,"This is not objective research presented in a scholarly manner. The author is very narrow-minded, providing readers with nothing useful in gaining insight into the criminal mind. This is a speculative rant, nothing more. Do beliefs and emotional gratification play a part as to why people commit criminal acts? Of course they do. But this short read provides no hard evidence in support of that as I was expecting before reading this. This serves as a good example of the kind of crap that should be avoided by anyone hoping to actually contribute to the issues of crime and prevention.",A Speculative Rant - Not Objective Research
167,3,I found this book rather slow and in fact haven't finished it yet.  Don't think I will try this author again.,In The Backwoods of Nowhere
168,5,"Read all 16 books in a month, can't wait till the next book in June to come out already pre ordered it also looking forward to more books on the McKay and West family. Like to see if anything happens to Seirre and Boone. Please keep up the the greats stores",Great story's
169,4,"I loved this book. Victor has one of the most fascinating voices I've met.He is not bothered by his flaws and moderately interested in what happens around him if he's not involved. Things and people almost happen to him. He is absorbed in himself and at the same time he doesn't take himself too seriously. His psychic powers are an annoyance and he would clearly get rid of them if he could. Although he's been trained to use them, it's clear he didn't pay much attention during his classes and people around him always seem to know more than him. He tries to turn down his psychic abilities popping drugs like candies, but he's never hiding himself and he doesn't seek for excuses. He is what he is.At the beginning I thought the unconscious way he attracts Jacob Marks, who is his exact opposite, elegant, smart, sexy, was impossible to understand and I felt the author owed us some sort of explanation. Now I know it's not necessary. Jacob falls for Victor like I fell for him as a reader: fast, hard, with no apparent reason.This is the first book of a great series. I give it only four stars out of frustration because it's too short!",You'll love Vic!
170,3,"This was definitely a hot read. The heroine was likeable and nice, but the H was an overbearing jerk who veered really close to the line for me. The tension was really well crafted though.",A bit overbearing
171,4,"My Dad, God bless him, was an avid fan of Lovecraft and I refused to read it when I was younger because of a  nightmare I had after one of his short stories.  Now I enjoy reading them.  Some are a little too repetitive in that he reuses certain material.  At least one had virtually no ending.  Some are too predictable.  All are well written and pleasant to read, just a little dated.  I would have to say overall that I enjoy the stories in the book and would recommend it if you are tired of some of the more modern trends in writing.  With Lovecraft you have to have an imagination.  He counts on it and plays with it in order to achieve his goal of giving you the creeps.  He takes you just so far and then lets your mind do the rest.  This requires a certain talent both from the writer and the reader.  A nice collection of stories to keep your mind occupied when you need it.",You really cannot go wrong here.
172,3,"i think i got this book free.it was well worth the cost.don't spend more than .99 on it.it's a light read, i didn't love the male character his (non-sexual) personality was kind of lame-o.but the sex was good.",light read.
173,4,"This is Jules Verne's attempt at writing a Robinson Crusoe / Swiss Family Robinson castaway story, with the twist that the five castaways crash-land a balloon and thus come to the island with almost nothing -- unlike Crusoe or the Swiss Family, the castaways here don't have a boat-full of resources, tools, etc., to fall back on, and have to make *everything* themselves, from the ground up, armed only with their knowledge of science and engineering. Since it always seemed to me that Crusoe and the Swiss Family cheated a bit by bringing so many tools and so forth along with themselves, I really enjoyed the more scientific focus, and this has now replaced Swiss Family as my answer to the ""what one book would you want with you on a desert island?"" question.Parts of the novel drag a bit, but it's a Jules Verne novel so there's a good story here -- the Island has a mysterious unseen inhabitant, also, there are pirates, which is always awesome.The main flaw is that this is based on the 1875 Kingston translation, which makes a fair number of edits on Verne's original -- for example, it changes some of the protagonists's names and removes some of Captain Nemo's anti-imperialist, anti-british rhetoric. There's a more accurate translation available for free in the Kindle store, so I'd recommend grabbing the accurate version instead (look for the edition where the engineer is named Cyrus Smith, rather than Cyrus Harding;  Kingston reportedly felt ""Smith"" was a ""gypsy name"" and hence unsuitable for a heroic character. You can find that version in the kindle store here:The Mysterious Island)Oh, yeah, Captain Nemo. This book is in some ways a sequel to Verne's _Twenty Thousand Leagues under the Seas_, as well as to his _In Search of the Castaways_. The sequence isn't direct -- really more a case of cameo characters than a direct plot sequel to either book -- but you might want to read those two books first before picking this one up.",Verne's version of Robinson Crusoe
174,1,"It may be unfair to review a book that I haven't finished, but it seems like it would be even more unfair to spend more time reading this horrible book.I spent many years in my 40s dating, mostly men that I met via online dating sites. It wasn't always fun or pretty, that's for sure, but I've got some darn funny stories. That's what I expected this book to be about. I was wrong.Quinn, the heroine, has no sense of humor. None. And she's selfish and mean. Others have commented on her narrow minded view of men, (which is true) but I found the fact that she was mean to her elderly neighbor to be an even bigger turn off.I've already wasted a couple hours reading this book, but it's not too late to save yourself. You've been warned.",Too painful to finish.
175,4,"I look for bundled series for the Kindle and was pleasantly surprised with this one. A historical fiction featuring a heroine that is coming into her own, it manages to have romance without dragging sex into it too much (so far in the series) and a plausible mystery.  It manages to keep the heroine within character for her timeline rather than making her a modern-day woman in a corset and bustle.",why not put the others in this series in a bundle as well
176,3,"I don't generally read short stories, as I find they leave me wanting more, and this book was no exception. I think the characters could have been developed a little better, I didn't really get a good sense of how the characters were feeling. I think with a little work this book could actually be something, but as is, it just reiterated to me that I need to stick with what I like, and short stories are not it.",Good Concept
177,3,"Ok I admit I need to pause a minute to write this review.  This is such a different plot line than other reads. This is most like Terminal Freeze by Lincoln Child.  The whole idea of a relic creature.  Just enough science to hold my interest, but both the characters and the story line could have been expanded on they where both a little light and not enough details.  I would enjoy reading additional stories by Dallas Tanner.",Interesting story line
178,2,Fire creates evidence it doesn't destroy it. Proof that the cops can make a thousand mistakes a crook can only make one.,Not too Perfect
179,2,"OK I was prepared for ""chick lit"" and ready for it to be just another dumb romance, but the treatment of characters and the things they did etc was especially shallow. What I cannot forgive, however, is the misuse of words in a book!!!  Writers need to do more than use spellcheck to find those--they need to actually READ THE BOOK.  They started showing up @ 75%, so for some reason the writer got in a hurry to finish this book. Perhaps they were sick of it too.unforgivable are:peace when it should be pieceshuttered when it should be shudderedsaver when it should be savorknow when it should be nowsummons when it should be summon...And I did not set out to look for errors, these just jumped off the page they were so bad...it disrupts the entire thought process when you run across stupid errors like these.I'm glad I did not pay for this book, as it wasn't worth any money. I will not read anything from this ""author"" again.In this day and age everyone seems to think they can write a book, but it is not that easy to write a GOOD book. I suggest this writer read some very good books to figure out why this stuff is just ""tripe"".  The author needs to take English 101.  The mistakes above are just unforgivable for anyone who purports to be a writer. A high school student could write something like this--and perhaps they did.",oh please
180,5,"Rafe and Emma forever, I luved this book so much and wish i could read more of those two. Sad that book was too short, but i guess oh well!!! Was happy that it was the best ever after for the both of them!!!","LUV IT, LUV IT!!!"
181,3,"This book would be good for a person who has no working knowledge of mind maps.  It was rather basic.  As a person with some background knowledge, I didn't find it to be personally helpful.  If you are new to mind maps, though, give this book a try.",just the basics
182,1,"This is quite possibly the worst book I've ever read. And definately the worst ""short stories"" I've ever read.  Poorly written and poorly executed, how this book got published is a mystery to me.  And even tho it only cost me 99 cents on my kindle, I would like to have that money back Mr. McAfee.","Awful, just awful"
183,2,Can't write much about this book as I just couldn't get into it.  Tried to go back several times but nothing about it caught my interest.,Just couldn't get into it!
184,4,"I downloaded to read while on vacation!  It's a good paper, covered just about everything I was interested in reading about!",A Good Paper
185,4,"Fun book, witty characters and out of this world scenery well thought out, some laugh out loud bits and a quick pace - very enjoyable !",fun read !
186,4,"I enjoyed this series more than I would have expected given that I don't typically like historicals. I really liked how the author captured the repressed nature of the time period, and the angst felt by the main characters made this a very enjoyable series to read. Also, always enjoy reading books that don't have grammatical or spelling errors :)",A good series
187,2,I thought this was gonna be a hot and sexy story but it turned out quite average the sex scenes wasnt as sexy as I liked it and the miscommunication was tiresome,average
188,1,"This is a ""story"" for those who wish to read repeated (and boring) descriptions of genitalia.  The author is very focused on the heroine's  breasts (we are repeatedly told about size and colour) and on the hero's nether regions. There was almost a story in between the anatomy fixations-- almost, but, not quite.  Instead of developing a good story the author went into soft porn.  If she wishes to write Bodice-Rippers, I do wish she would just label them so.  I had read two of her ""Bubba"" stories and enjoyed them enough to overlook the little forays into crudeness.  This book was just to low to want to read more of her work.  If she would just focus on the mystery and witty repartee, it would have been a good read.  I still have hopes for the next ""Bubba"" in the series, that she will concentrate on a good story that even your Momma could read.",crude
189,1,"Must read.  Few grammatical errors but a wonderfully, funny, loving story. The character Miranda steals the story with her fearless dedication and love. The book was written  at the turn of the century but evil is never new.",Phones Sea Marcia Schuyler
190,4,"I love historical fantasy, but seeing as how this was a short story, I really couldn't get into it all that well. What I did read was wonderful!",Pretty Good.
191,4,"My Review:Heath- architectColt- police detectiveKylie- school teacherRoommates Colt, Heath, and Kylie have lived together for 7 years and at every birthday, they celebrate with a game of Tequila Truth. At the last game, 6 months ago, the game took a risque turn which titillated Kylie's imaginations. Ever since, she has been taking dangerous risks in the form of sexual experimentation. Risks that have finally spilt over to Colt and Heath when Colt comes home early from work one evening and finds Kylie's date getting too rough in the bedroom and hurting her.  Colt and Heath decide that Kylie needs room to experiment with men that she can trust so they offer her their sexual services for a weekend of no-holds-barred sex for all three of them. Things take a decidedly hot turn from there.Wow! These 3 have been roommates for 7 years and have never crossed that line, but when they do, they go big! Colt and Heath both have Dom tendencies. They definitely take charge in the bedroom which is what Kylie is searching for in her fantasies. Above everything else, these 3 have been best friends forever and that definitely plays out in the bedroom. There is complete trust and love between all three of the and it's really incredible to read. There is a natural flow between the three of them. But when the weekend starts to come to the end...that's when things really get good. *sigh* You all know that I am a sucker for romances that start as friendships. A fabulously written menage romance! LOVED IT!",I really liked this one...
192,1,This book could only be a joke.  Which man is going to allow other men to grope and fondle the woman he is about to marry.  The way this goes she should have screamed or called the police from the beginning of the book.  She was in a room of perverts and she even became one.  This book was sick.,Board resolution
193,5,I really enjoyed this Scottish historical romance. I think it's one of the first I've read that was set in the mid nineteenth century where the characters weren't leaving the country. I look forward to reading more from this author and would definitely recommend it to others.,really good book
194,3,"This book is a fast read, beach type book. The plot revolves around mistaken identities and misperceptions and is completely character driven. The characters are interesting, if not too complicated, and the writing is good.When Diona Brown's younger sister, Daryle, takes off for Greece to marry a man she met on vacation, Diona goes after her to stop the wedding. Nikias, the older brother of Daryle's boyfriend, Alexis, is dead set against his little brother marrying a ""gold digger"", and also plans to put a stop to the wedding. While the young lovers hide under an alias, Diona checks into a hotel under her own name, and Nikias arranges for her to be ""invited"" to stay at his island home. Diona thinks the invitation is from her sister's boyfriend and accepts the invitation so she can talk them out of the marriage. When she arrives on the island, she's met by older brother Nikias who is convinced that Diona is the woman his brother plans to marry, and he informs her that he plans to keep her prisoner on the island until her flight home. Nikias is sure he has the right woman and no amount of arguing or reasoning on Diona's  part will convince him otherwise.Nikias is disturbed by how much he is drawn to his  brother's supposed girlfriend. He's rich, handsome and a bit of a playboy, but he's never been attracted to a woman like he is to her.  As he and Diona spend time together, he starts to wonder if maybe she's telling the truth, but he won't let himself doubt that he's right. As the mistaken identities get worked out, the broken trust remains an issue, both for Diona and Nikias and Nikias and his brother, Alexis. Until that can be mended and the breaches healed, those relationships have no chance. Working out their trust issues and getting past the perceived deceptions will take a lot of faith and love, something that they don't have much experience with.Heat factor hot.",Interfering siblings
195,4,"The author of this blog puts in a lot of effort vs. a few lines here and there.  I especially like the tips, answering of questions, and thoughts on the eBook market.  I read in one of his posts he tries to write 1,000 words a night - he does, and it is usually full of quality.  he s well-known on the discussion board sof being helpful, and I see that flowing through on his blog.  I would give it a 5-star, but took one away as sometimes there are ""rants"" in the postings that continue over time; however, I do recognize that is the nature of blogs!  :}Bottom line here is the 99 cents for this blog is money well-spent, probably in the top three of the approximate ten I subscribe to for Kindle content!  Keep up the good work!",Lots of Effort in this Blog
